A,B,C,D,E,F,G,H,I,J
1,1,1,0.98049,0.99111,0.99113,0.99101,0.807528247,0.914143106,Maliganant
0.633204996,0.632117871,0.650451233,0.98732,0.99432,0.99438,0.99432,0.579358102,0.654093528,Maliganant
0.517889004,0.559004772,0.540659235,0.98835,0.99532,0.9954,0.99497,0.29908936,0.383123409,Maliganant
0.612921401,0.608024834,0.628251532,0.98699,0.99436,0.99456,0.99453,0.448145616,0.522578052,Maliganant
0.525589257,0.536533383,0.531875875,0.98897,0.99517,0.99534,0.99517,0.37433927,0.430267095,Maliganant
0.631608602,0.652179956,0.645046089,0.98674,0.99471,0.9944,0.99413,0.364212606,0.477913261,Maliganant
0.696168654,0.703609322,0.733893152,0.98387,0.99394,0.99382,0.99367,0.456828715,0.536468802,Maliganant
0.205117851,0.210438771,0.239737464,0.99165,0.99829,0.99818,0.99811,0.247945904,0.250614141,Maliganant
0.419983097,0.428105453,0.422889822,0.99157,0.99627,0.99627,0.99615,0.286542281,0.340446201,Maliganant
0.458160391,0.432122504,0.45893538,0.98878,0.99606,0.99593,0.99611,0.547512835,0.565255259,Maliganant
0.553620058,0.563452717,0.572076637,0.98852,0.99497,0.99509,0.99493,0.441394506,0.499251865,Maliganant
0.285538548,0.282324051,0.334037933,0.99263,0.99725,0.99747,0.99746,0.242649214,0.293302515,Maliganant
0.528828998,0.542973637,0.487862555,0.98765,0.99469,0.99531,0.99512,0.367588161,0.41786145,Maliganant
0.274978871,0.308831024,0.321461319,0.98963,0.9977,0.99756,0.99722,0.15002225,0.1920586,Maliganant
0.747769744,0.768243525,0.797596641,0.98309,0.99315,0.99336,0.99309,0.564401463,0.663026486,Maliganant
0.515024885,0.530927119,0.528497659,0.98893,0.99555,0.99543,0.99523,0.445736055,0.483373532,Maliganant
0.322908254,0.332122504,0.335712562,0.98971,0.99678,0.99713,0.99701,0.253253449,0.281388182,Maliganant
0.433383416,0.446175231,0.419955601,0.98896,0.99587,0.99615,0.99599,0.339606873,0.392056367,Maliganant
0.444760071,0.446981421,0.469832537,0.99023,0.9957,0.99605,0.99598,0.324650234,0.402474429,Maliganant
0.537750023,0.532919427,0.527242894,0.98921,0.99519,0.99523,0.99521,0.438974092,0.480894636,Maliganant
0,0,0,1,1,1,1,0,0,Maliganant
0.434604188,0.42569615,0.430852758,0.98936,0.99609,0.99614,0.99617,0.307772459,0.35334316,Maliganant
0.5,0.520872909,0.516770426,0.98821,0.99565,0.99556,0.99532,0.613124505,0.621331904,Maliganant
0.408611137,0.402001575,0.429597992,0.99206,0.99645,0.99637,0.99638,0.456340291,0.476428157,Maliganant
0.498356653,0.504007784,0.512571787,0.98968,0.99557,0.99558,0.99547,0.363724181,0.415873867,Maliganant
0.535731055,0.53213177,0.548622171,0.98702,0.99508,0.99525,0.99521,0.44911161,0.509178614,Maliganant
0.645412715,0.638928787,0.668934897,0.9846,0.99413,0.99427,0.99425,0.515678421,0.606949841,Maliganant
0.329406517,0.310434138,0.331103711,0.99094,0.99726,0.99708,0.99721,0.342982428,0.352851847,Maliganant
0.596253169,0.583931798,0.592635491,0.98689,0.99473,0.99471,0.99475,0.588041201,0.610422529,Maliganant
0.669358625,0.670249734,0.667245789,0.98612,0.99439,0.99406,0.99397,0.411969653,0.511166198,Maliganant
0.848906001,0.87267757,0.896916172,0.98155,0.99243,0.99247,0.99215,0.816211347,0.89031444,Maliganant
0.410235703,0.422480656,0.385589499,0.99142,0.99672,0.99636,0.9962,0.30584047,0.336973514,Maliganant
0.853366513,0.873882222,0.832392259,0.98069,0.99194,0.99243,0.99214,0.602031845,0.69975211,Maliganant
0.521504367,0.532502432,0.505863617,0.98867,0.99552,0.99537,0.99521,0.360826197,0.393050159,Maliganant
0.36230632,0.395575221,0.381395686,0.99008,0.99682,0.99678,0.99644,0.46261383,0.477421948,Maliganant
0.633204996,0.624472965,0.660103277,0.98669,0.99424,0.99438,0.99438,0.454896725,0.589575238,Maliganant
0.473189971,0.472269842,0.482404324,0.98802,0.99576,0.9958,0.99575,0.400866139,0.448635491,Maliganant
0.562963659,0.553398508,0.572510979,0.98939,0.99512,0.995,0.99502,0.575494123,0.620840591,Maliganant
0.486195887,0.494787564,0.511751363,0.98828,0.99578,0.99569,0.99555,0.38061281,0.424806825,Maliganant
0.202272514,0.202807765,0.196568698,0.99222,0.99808,0.9982,0.99818,0.130724062,0.143921122,Maliganant
0.737205371,0.701200019,0.766999662,0.98552,0.99333,0.99346,0.99369,0.882300587,0.900743669,Maliganant
0.379772749,0.373085299,0.412412528,0.99102,0.9964,0.99663,0.99664,0.341050438,0.381135826,Maliganant
0.638510658,0.63814113,0.637083152,0.98727,0.99414,0.99433,0.99426,0.592382751,0.650620841,Maliganant
0.195370457,0.220877543,0.199083056,0.99159,0.99832,0.99827,0.99801,0.133144476,0.146400018,Maliganant
0.104385388,0.108835658,0.09556006,0.99192,0.9988,0.99907,0.99902,0.087795904,0.091314931,Maliganant
0.346060663,0.345776769,0.401935235,0.98904,0.99653,0.99693,0.99689,0.427881432,0.448133012,Maliganant
0.444351582,0.457823287,0.470252401,0.99032,0.99592,0.99606,0.99588,0.301976491,0.370717763,Maliganant
0.47605409,0.487559653,0.512571787,0.98928,0.99564,0.99578,0.99562,0.327548218,0.385110992,Maliganant
0.351746643,0.360635685,0.347029584,0.98994,0.99705,0.99688,0.99676,0.345391988,0.362778597,Maliganant
0.415921683,0.416860492,0.408218715,0.98624,0.9955,0.99631,0.99625,0.255673863,0.326544285,Maliganant
0.643393746,0.637353473,0.633704937,0.9874,0.99435,0.99429,0.99427,0.492038683,0.590066551,Maliganant
0.511972955,0.524718528,0.492157714,0.98844,0.995,0.99546,0.99528,0.307772459,0.368238867,Maliganant
0.614517795,0.625677617,0.64543217,0.98443,0.9945,0.99455,0.99437,0.440428511,0.514638885,Maliganant
0.319250634,0.332924061,0.316012741,0.98917,0.99699,0.99717,0.99701,0.23588725,0.268480057,Maliganant
0.638088083,0.656210907,0.696153661,0.98477,0.99402,0.99434,0.9941,0.384954359,0.519105364,Maliganant
0.520283595,0.540147338,0.545678297,0.98716,0.9952,0.99538,0.99514,0.437530527,0.479398365,Maliganant
0.313564654,0.328911643,0.334457796,0.99045,0.99731,0.99722,0.99704,0.253253449,0.302235473,Maliganant
0.378960466,0.383528703,0.39858115,0.99051,0.9967,0.99664,0.99655,0.312114009,0.332507035,Maliganant
0.361494037,0.354612426,0.3864244,0.99018,0.99677,0.99679,0.99681,0.351665527,0.377663138,Maliganant
0.265635271,0.259032572,0.266980358,0.99114,0.99769,0.99764,0.99767,0.257594999,0.272455224,Maliganant
0.42648136,0.450595376,0.430852758,0.98867,0.99604,0.99622,0.99595,0.300532925,0.33945241,Maliganant
0.488637431,0.496362878,0.457675788,0.98753,0.99552,0.99566,0.99554,0.369509296,0.402976908,Maliganant
0.506479482,0.473474494,0.505863617,0.9879,0.99547,0.99551,0.99574,0.569220583,0.581636071,Maliganant
0.407798854,0.415252745,0.43001303,0.98989,0.99631,0.99638,0.99627,0.328991784,0.369232659,Maliganant
0.641327824,0.606820183,0.604362724,0.98762,0.99461,0.99431,0.99454,0.784376933,0.794039484,Maliganant
0.740445112,0.744150489,0.793832344,0.98506,0.99325,0.99343,0.99331,0.882300587,0.911653044,Maliganant
0.402108179,0.39838762,0.42163023,0.99174,0.99625,0.99643,0.99642,0.282678302,0.354336951,Maliganant
0.393985351,0.395172126,0.418700835,0.98971,0.99645,0.9965,0.99645,0.293293391,0.323574077,Maliganant
0.535355432,0.523699208,0.54403745,0.9881,0.99537,0.99525,0.99529,0.639173803,0.664511591,Maliganant
0.425669077,0.436134921,0.389358622,0.9879,0.9962,0.99622,0.99608,0.289440266,0.322077806,Maliganant
0.593811626,0.614465088,0.580908257,0.98582,0.99471,0.99473,0.99447,0.400388569,0.46848899,Maliganant
0.337529345,0.35300468,0.31978669,0.9916,0.99708,0.997,0.99683,0.226238156,0.253104203,Maliganant
0.27741572,0.275499236,0.280391873,0.992,0.99736,0.99754,0.99752,0.203086842,0.234244495,Maliganant
0.582026481,0.58513645,0.585106896,0.98765,0.99469,0.99483,0.99474,0.402798129,0.483373532,Maliganant
0.232331674,0.248992262,0.23260943,0.99138,0.99793,0.99794,0.99776,0.134110471,0.154339184,Maliganant
0.451662128,0.444572117,0.470667439,0.9883,0.99609,0.99599,0.996,0.352143097,0.383625888,Maliganant
0.510986947,0.535328731,0.495391149,0.98616,0.99513,0.99547,0.99519,0.283166726,0.348876681,Maliganant
0.68607381,0.680998934,0.675305246,0.98572,0.99421,0.99391,0.99388,0.445736055,0.525056948,Maliganant
0.211207625,0.22650234,0.233029294,0.99091,0.99801,0.99813,0.99796,0.126382512,0.159799455,Maliganant
0.132411494,0.143372098,0.137889098,0.99271,0.99895,0.99882,0.99871,0.091172544,0.101736344,Maliganant
0.405362006,0.419269796,0.413252256,0.99143,0.99652,0.9964,0.99623,0.319342689,0.362276118,Maliganant
0.565780824,0.566649678,0.574200087,0.98586,0.99462,0.99498,0.9949,0.54172772,0.569721738,Maliganant
0.662879144,0.630913219,0.676463491,0.9859,0.99403,0.99412,0.99433,0.756873216,0.778161151,Maliganant
0.327373462,0.352606218,0.303440954,0.98923,0.99685,0.99709,0.99683,0.247945904,0.274934119,Maliganant
0.353775002,0.359431034,0.367149269,0.9904,0.99686,0.99686,0.99677,0.30631804,0.328531868,Maliganant
0.406578082,0.417263587,0.427078809,0.98953,0.99633,0.99639,0.99625,0.395558595,0.428290678,Maliganant
0.790027233,0.792336561,0.799237489,0.98141,0.99245,0.99299,0.99287,0.514712427,0.646645674,Maliganant
0.747769744,0.735347264,0.767820086,0.98535,0.99344,0.99336,0.99339,0.902076346,0.932009022,Maliganant
0.584092403,0.581522495,0.577964384,0.98703,0.99482,0.99482,0.99477,0.420652752,0.498258073,Maliganant
0,0,0,1,1,1,1,0,0,Maliganant
0.128603625,0.135602094,0.132701124,0.99115,0.99846,0.99886,0.99878,0.079594716,0.10024789,Maliganant
0.342811532,0.330917852,0.323560639,0.99138,0.99716,0.99696,0.99702,0.354563511,0.360299701,Maliganant
0.234360034,0.238150396,0.239317601,0.99102,0.99782,0.99792,0.99786,0.278336752,0.284860869,Maliganant
0.547516199,0.57188528,0.531875875,0.987,0.9953,0.99514,0.99486,0.383988365,0.425309304,Maliganant
0,0,0,1,1,1,1,0,0,Maliganant
0.588130341,0.593986008,0.643356981,0.9873,0.99472,0.99478,0.99466,0.410515233,0.522578052,Maliganant
0.427293643,0.435736459,0.448458086,0.99017,0.99635,0.99621,0.99608,0.37192971,0.404462013,Maliganant
0.531270542,0.554186165,0.542348342,0.98672,0.99474,0.99529,0.99502,0.346357982,0.418855241,Maliganant
0.409409334,0.422503822,0.43086241,0.99067,0.99618,0.99637,0.9962,0.252775878,0.293793827,Maliganant
0.685604282,0.675068341,0.725930216,0.98596,0.99391,0.99392,0.99393,0.804630263,0.848139711,Maliganant
0.368396094,0.372283742,0.384749771,0.99001,0.99627,0.99673,0.99665,0.287508276,0.334494618,Maliganant
0.463034088,0.480331743,0.462289465,0.98783,0.99621,0.99589,0.99568,0.329957778,0.373196659,Maliganant
0.597896516,0.617245054,0.639158342,0.98577,0.99438,0.99469,0.99445,0.53738617,0.604962258,Maliganant
0.60559677,0.614048093,0.632450171,0.98469,0.99422,0.99463,0.99448,0.415345207,0.503718344,Maliganant
0.555498169,0.577445212,0.5286907,0.98475,0.99406,0.99507,0.99481,0.459238275,0.483373532,Maliganant
0.305845619,0.336538016,0.364215048,0.99016,0.99699,0.99729,0.99697,0.200188857,0.237717183,Maliganant
0.557282374,0.492748923,0.535640172,0.98748,0.99535,0.99505,0.99557,0.643515353,0.656081111,Maliganant
0.65517889,0.639762776,0.681482554,0.9866,0.99414,0.99419,0.99425,0.748678541,0.766246818,Maliganant
0.51544746,0.491961266,0.464383958,0.98934,0.99591,0.99543,0.99558,0.625183159,0.614386529,Maliganant
0.303408771,0.31163879,0.315177839,0.99175,0.99746,0.99731,0.9972,0.223828596,0.274442807,Maliganant
0.606019345,0.617662049,0.654649872,0.98405,0.99438,0.99462,0.99445,0.411003658,0.476428157,Benign
0.418358531,0.417662049,0.443844409,0.99112,0.99609,0.99629,0.99624,0.329957778,0.364263701,Benign
0.908207343,0.887921049,0.925389701,0.9814,0.99186,0.99194,0.99201,0.728414358,0.813892983,Benign
0.274166588,0.278710096,0.277457652,0.99104,0.99766,0.99757,0.99749,0.208871957,0.24118987,Benign
0.437449526,0.451396933,0.422889822,0.98988,0.99613,0.99612,0.99594,0.243126784,0.295781411,Benign
0.335496291,0.336139554,0.332778341,0.98934,0.99704,0.99702,0.99698,0.29715737,0.323071598,Benign
0,0,0,1,1,1,1,0,0,Benign
0,0,0,1,1,1,1,0,0,Benign
0.900084515,0.910809433,0.913276386,0.98229,0.99232,0.99201,0.99181,0.743848567,0.824311046,Benign
0.777396939,0.801603114,0.786689832,0.9831,0.99261,0.9931,0.99279,0.53256705,0.634240029,Benign
0.527983848,0.551174536,0.579653492,0.98816,0.99532,0.99531,0.99504,0.264834533,0.332998347,Benign
0.75058691,0.758235648,0.753148979,0.98469,0.99328,0.99334,0.99318,0.596235876,0.673444549,Benign
0.332247159,0.344169022,0.356667149,0.98908,0.99704,0.99705,0.9969,0.22672658,0.273940328,Benign
0.888721946,0.899596905,0.906568216,0.98198,0.99216,0.99211,0.99191,0.624705589,0.749877172,Benign
0.232735468,0.230917852,0.235123787,0.99054,0.99775,0.99793,0.99792,0.202120847,0.214390996,Benign
0.518264626,0.527313163,0.531441533,0.98961,0.99563,0.9954,0.99526,0.388329914,0.466501407,Benign
0.428509719,0.444169022,0.400675643,0.98984,0.99602,0.9962,0.99601,0.280757166,0.342433784,Benign
0.495915109,0.464671269,0.521789489,0.98898,0.99558,0.9956,0.99582,0.594314741,0.609428737,Benign
0.656352709,0.674697679,0.681916896,0.98618,0.99397,0.99418,0.99393,0.595269882,0.645651883,Benign
0.352558926,0.348589167,0.358766469,0.99278,0.99673,0.99687,0.99687,0.244092779,0.307193265,Benign
0.738848718,0.73812723,0.77747213,0.98319,0.99357,0.99344,0.99336,0.45779471,0.576667113,Benign
0.417137759,0.436538016,0.459770281,0.98921,0.99582,0.9963,0.99607,0.441872076,0.459556032,Benign
0.643769368,0.657415559,0.681048212,0.98566,0.99397,0.99429,0.99409,0.4510436,0.550370718,Benign
0.665320687,0.68512255,0.692823705,0.98464,0.9938,0.9941,0.99384,0.46068184,0.54540176,Benign
0.57028829,0.565028031,0.586361662,0.98832,0.99499,0.99494,0.99492,0.496380233,0.592556613,Benign
0.593811626,0.586341102,0.613580426,0.98839,0.99466,0.99473,0.99473,0.564879034,0.62977355,Benign
0.465470936,0.455413983,0.480309831,0.99069,0.99579,0.99587,0.9959,0.424994302,0.477913261,Benign
0.474410743,0.47106519,0.488248637,0.99021,0.99561,0.99579,0.99576,0.420652752,0.49776676,Benign
0.737440135,0.746420794,0.773514792,0.98423,0.99304,0.99346,0.99329,0.623739594,0.703224798,Benign
0.305441826,0.310837233,0.316432605,0.99068,0.99712,0.99729,0.9972,0.341050438,0.352360534,Benign
0,0,0,1,1,1,1,0,0,Benign
0.683162738,0.683500903,0.679793446,0.98607,0.99427,0.99394,0.99385,0.53063506,0.637221403,Benign
0.941496854,0.946578326,0.939240384,0.98161,0.99196,0.99164,0.99149,0.881334592,0.982625396,Benign
0.482533571,0.495575221,0.479889967,0.98955,0.99551,0.99572,0.99554,0.416788773,0.487840011,Benign
0.265231477,0.252203123,0.26614063,0.99172,0.99772,0.99765,0.99773,0.264356962,0.289327348,Benign
0.297318997,0.297182968,0.30302109,0.99157,0.99744,0.99736,0.99733,0.269653653,0.302726785,Benign
0.661658372,0.674697679,0.663481492,0.98709,0.99433,0.99413,0.99393,0.545103275,0.598016883,Benign
0.510986947,0.5188806,0.524733362,0.98972,0.9955,0.99547,0.99533,0.372407281,0.436721158,Benign
0.306254108,0.320075986,0.333618069,0.98909,0.99727,0.99728,0.99712,0.196813303,0.239202287,Benign
0.3773359,0.3811194,0.376366971,0.99143,0.99694,0.99665,0.99657,0.313557574,0.344410201,Benign
0.524368485,0.522865218,0.539404469,0.98868,0.99516,0.99535,0.9953,0.416788773,0.478907053,Benign
0.194121514,0.197975258,0.538777086,0.98668,0.99441,0.99828,0.99822,0.130724062,0.263522265,Benign
0.338745422,0.332122504,0.350383669,0.99189,0.99693,0.99699,0.99701,0.342016433,0.352360534,Benign
0.649873228,0.649399991,0.654649872,0.9854,0.99384,0.99423,0.99416,0.44670205,0.526050739,Benign
0.412672551,0.417263587,0.386009362,0.99039,0.99638,0.99634,0.99625,0.265800527,0.329034347,Benign
0.469527655,0.477505444,0.464803822,0.99101,0.99601,0.99583,0.99571,0.366622166,0.41389745,Benign
0.371645225,0.344975212,0.377206699,0.99139,0.99687,0.9967,0.9969,0.23781924,0.273449015,Benign
0.810733402,0.806421721,0.826938854,0.98304,0.99249,0.99281,0.99275,0.599133861,0.702722319,Benign
0.575124425,0.58513645,0.536074514,0.98761,0.99504,0.9949,0.99474,0.45538515,0.49776676,Benign
0.575547,0.582310152,0.577964384,0.98715,0.99488,0.99489,0.99476,0.421130322,0.493300281,Benign
0.595877547,0.604410879,0.606051831,0.98631,0.99477,0.99471,0.99456,0.411481228,0.503718344,Benign
0.305845619,0.310035676,0.327749626,0.99103,0.99725,0.99729,0.99721,0.269176082,0.302726785,Benign
0.179528594,0.183931798,0.142082911,0.9903,0.99795,0.99841,0.99835,0.140861581,0.144412435,Benign
0.601934454,0.591159709,0.595579364,0.98781,0.99503,0.99466,0.99468,0.698023509,0.703224798,Benign
0.63973143,0.659824862,0.664301916,0.986,0.99406,0.99432,0.99407,0.524849945,0.593047925,Benign
0.586533947,0.603206227,0.598909319,0.98484,0.99416,0.9948,0.99458,0.287019852,0.391565054,Benign
0.250201897,0.248186072,0.265720766,0.99158,0.99758,0.99778,0.99777,0.219009475,0.236723391,Benign
0.276194948,0.277102349,0.29296366,0.99161,0.99755,0.99755,0.99751,0.297634941,0.297768994,Benign
0.73072589,0.731316314,0.74016698,0.98317,0.99303,0.99352,0.99342,0.544625704,0.618361695,Benign
0.517889004,0.540564333,0.490806428,0.98688,0.99492,0.9954,0.99514,0.358416637,0.386104784,Benign
0.533712086,0.559004772,0.523912939,0.98846,0.99496,0.99526,0.99497,0.348289972,0.406940908,Benign
0.361494037,0.357424825,0.379301192,0.99121,0.99696,0.99679,0.99679,0.245536344,0.301241681,Benign
0.655554512,0.598804615,0.654649872,0.98642,0.99414,0.99418,0.99462,0.735165467,0.750368485,Benign
0.328594234,0.32650234,0.345769992,0.98903,0.99703,0.99708,0.99706,0.364690176,0.372705346,Benign
0.145816509,0.163452717,0.176868877,0.99104,0.9987,0.99871,0.99853,0.121085822,0.140448434,Benign
0.780683632,0.779919381,0.806814343,0.98285,0.9931,0.99307,0.99299,0.514234856,0.620349279,Benign
0.698187623,0.727285363,0.720476811,0.98412,0.99382,0.9938,0.99346,0.496868657,0.565757738,Benign
0.187247629,0.182727146,0.179383234,0.99175,0.99845,0.99834,0.99836,0.134588041,0.157811872,Benign
0.896844774,0.879905481,0.893537957,0.98093,0.99202,0.99204,0.99209,0.832611551,0.908180356,Benign
0.792421824,0.795579855,0.800492254,0.98408,0.99292,0.99297,0.99285,0.872173922,0.893787128,Benign
0.436228754,0.470277533,0.425404179,0.98844,0.99631,0.99613,0.99577,0.2315457,0.293793827,Benign
0.612921401,0.62488996,0.595579364,0.98583,0.99414,0.99456,0.99438,0.476126903,0.525559427,Benign
0.264010705,0.280317843,0.278292553,0.99037,0.99782,0.99766,0.99748,0.269176082,0.283375765,Benign
0.553197483,0.54538294,0.582983447,0.98843,0.99513,0.99509,0.9951,0.409071668,0.489325115,Benign
0.438665602,0.439350415,0.410318035,0.98934,0.99621,0.99611,0.99605,0.503619767,0.512159989,Benign
0.562963659,0.582310152,0.569181024,0.98486,0.99472,0.995,0.99476,0.372895705,0.429775783,Benign
0.447600714,0.459431034,0.474021524,0.9889,0.99587,0.99603,0.99587,0.276893187,0.359797222,Benign
0.67503991,0.693138118,0.696974084,0.98449,0.99354,0.99401,0.99377,0.549933249,0.614386529,Benign
0.472391774,0.487142659,0.480309831,0.98826,0.99605,0.99581,0.99562,0.404241694,0.418363929,Benign
0.432979622,0.446578326,0.454741567,0.98888,0.99587,0.99616,0.99598,0.309693595,0.362778597,Benign
0.366771528,0.383528703,0.403609864,0.98974,0.99682,0.99675,0.99655,0.23347769,0.293793827,Benign
0.456535825,0.466246583,0.461449737,0.98882,0.996,0.99595,0.99581,0.319831114,0.387098575,Benign
0.265635271,0.259834129,0.255243473,0.99001,0.9975,0.99764,0.99766,0.254707868,0.26650364,Benign
0.279852568,0.289955057,0.282486366,0.9899,0.99732,0.99752,0.99739,0.256151433,0.263522265,Benign
0.182369237,0.182324051,0.227580715,0.99173,0.99823,0.99838,0.99836,0.207428392,0.223323954,Benign
0.474833318,0.467451235,0.511317021,0.98839,0.99546,0.99579,0.9958,0.547035264,0.569230426,Benign
0.556061602,0.555020155,0.559094638,0.98782,0.99479,0.99507,0.99501,0.355041082,0.448133012,Benign
0.534510283,0.540564333,0.56831234,0.98878,0.9952,0.99526,0.99514,0.423539883,0.476428157,Benign
0.601136257,0.562248066,0.598909319,0.98743,0.99486,0.99467,0.99494,0.677759326,0.689825361,Benign
0.573105456,0.615252745,0.57714396,0.9859,0.99504,0.99491,0.99447,0.300532925,0.380644513,Benign
0.368804583,0.367863596,0.376366971,0.98994,0.99607,0.99673,0.99669,0.254707868,0.299745411,Benign
0.4906564,0.506000093,0.521403407,0.98868,0.99554,0.99565,0.99545,0.356007077,0.4277882,Benign
0.55399568,0.569846639,0.532696298,0.98599,0.99474,0.99508,0.99488,0.485775998,0.516626468,Benign
0.480092027,0.520455914,0.458515516,0.98692,0.99561,0.99574,0.99532,0.255673863,0.310665952,Benign
0.375302845,0.384733355,0.380975822,0.99249,0.99661,0.99667,0.99654,0.29908936,0.336471035,Benign
0.240858297,0.26786823,0.276617924,0.99102,0.99793,0.99786,0.99759,0.268210088,0.278909286,Benign
0.37936426,0.388745772,0.39690652,0.98908,0.99659,0.99663,0.9965,0.288951841,0.32556166,Benign
0.371241431,0.366658945,0.373432749,0.98912,0.99654,0.99671,0.9967,0.424994302,0.436721158,Benign
0.333059442,0.340958162,0.296737609,0.9903,0.9966,0.99704,0.99693,0.232034125,0.252110411,Benign
0.48539769,0.496362878,0.494136383,0.98588,0.99546,0.99569,0.99554,0.295225381,0.362778597,Benign
0.496760259,0.505629431,0.514260895,0.98905,0.99534,0.99559,0.99545,0.350221962,0.411407388,Benign
0.438665602,0.442561275,0.451807345,0.99087,0.99592,0.99611,0.99602,0.339606873,0.401983117,Benign
0.494318715,0.487930316,0.522658173,0.98931,0.99547,0.99561,0.99561,0.355041082,0.415873867,Benign
0.54549723,0.55460316,0.546933063,0.98733,0.99479,0.99516,0.99501,0.361792192,0.427296887,Benign
0.214052963,0.21244498,0.22632595,0.99232,0.99809,0.9981,0.99809,0.180901523,0.200500246,Benign
0.369208376,0.383528703,0.381395686,0.99131,0.99674,0.99672,0.99655,0.291361401,0.32556166,Benign
0,0,0,1,1,1,1,0,0,Benign
0.408611137,0.432924061,0.424984315,0.99089,0.99607,0.99637,0.99611,0.322240674,0.364263701,Benign
0.382613391,0.38834731,0.393132571,0.99226,0.99693,0.9966,0.99651,0.242649214,0.312162223,Benign
0.493097943,0.49756753,0.471087303,0.98992,0.99623,0.99562,0.99553,0.430290992,0.454095761,Benign
0.56944314,0.589538062,0.586361662,0.98691,0.99467,0.99495,0.9947,0.452964736,0.514638885,Benign
0.353775002,0.36023259,0.352898026,0.98987,0.99678,0.99686,0.99676,0.327548218,0.337967305,Benign
0.848107804,0.83894732,0.815163361,0.98446,0.99302,0.99247,0.99246,1,1,Benign
