U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BX,BY,BZ,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,CM,CN,CO,CP,CQ,CR,CS,CT,CU,CV,CW,CX,CY,CZ,DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM,DN,DO,DP,DQ,DR,DS,DT,DU,DV,DW,DX,DY,DZ,EA,EB,EC,ED,EE,EF,EG,EH,EI,EJ,EK,65535,65278,65021,64764,65536,65025,64516,64009,63504,65792,65535,65278,65021,64764,65536,65025,64516,64009,63504,0.164153696,0.312428473,0.468764362,0.619415266,0.771261812,0.291824341,0.574394464,0.847464195,1.114296427,1.374716553,0.157313959,0.291828794,0.40672202,0.532904754,0.663563091,0.137329102,0.207612457,0.285975572,0.347997938,0.407454649,0.116115075,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.091983352,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.969098648,0.968991058,0.968853793,0.968717874,0.968582537,0.968993913,0.96872399,0.968457682,0.968194173,0.967933039,0.969040546,0.968904544,0.968830577,0.968726129,0.968591672,0.96969321,0.970404948,0.971069148,0.971808804,0.97256276,0.999316026,0.998698215,0.998046815,0.997419103,0.996786409,0.998784065,0.99760669,0.996468899,0.995357098,0.994272014,0.999344525,0.998784047,0.998305325,0.997779564,0.997235154,0.999427795,0.999134948,0.998808435,0.998550009,0.998302272,0.014900208,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.011309981,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.213333333,0.404444444,0.604444444,0.795555556,0.986666667,0.377777778,0.737777778,1.08,1.408888889,1.724444444,0.204444444,0.377777778,0.524444444,0.684444444,0.848888889,0.177777778,0.266666667,0.364444444,0.44,0.511111111
0.372765686,0.45662623,0.579061859,0.681702834,0.774735964,0.463485718,0.674740484,0.917214334,1.188114171,1.449121315,0.359086211,0.48065919,0.627317013,0.79243629,0.934546971,0.377655029,0.467128028,0.509176018,0.520239341,0.552721088,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.967481418,0.967553266,0.967443964,0.967426638,0.967411049,0.967641822,0.967728424,0.967668816,0.967460412,0.967255805,0.96763042,0.967698666,0.967677251,0.967566214,0.967578613,0.968035778,0.968702728,0.969598749,0.970636047,0.971567473,0.99844681,0.998097391,0.997587242,0.997159572,0.996771933,0.99806881,0.997188581,0.996178274,0.995049524,0.993961995,0.998503807,0.997997253,0.997386179,0.996698182,0.996106054,0.998426437,0.998053633,0.997878433,0.997832336,0.997696995,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.484444444,0.591111111,0.746666667,0.875555556,0.991111111,0.6,0.866666667,1.168888889,1.502222222,1.817777778,0.466666667,0.622222222,0.808888889,1.017777778,1.195555556,0.488888889,0.6,0.648888889,0.657777778,0.693333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.108037451,1.524376287,1.840589479,2.173144061,2.445803224,1.294326782,1.615916955,1.935566371,2.15477511,2.370323129,1.207213643,1.527809567,1.699270811,1.892850002,2.011534186,1.407623291,1.705882353,2.120404241,2.450046087,2.77069161,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.964046079,0.964116069,0.964533688,0.964633777,0.964955565,0.963358282,0.96403963,0.964594264,0.965383823,0.966163286,0.961651574,0.96041185,0.959770714,0.959064798,0.958688384,0.962847158,0.963590676,0.963661428,0.963870669,0.9640637,0.995383177,0.993648432,0.992330877,0.990945233,0.989809153,0.994606972,0.993267013,0.99193514,0.99102177,0.990123654,0.994969943,0.993634127,0.992919705,0.992113125,0.991618608,0.994134903,0.992892157,0.991164982,0.989791475,0.988455452,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,1.44,1.973333333,2.373333333,2.791111111,3.128888889,1.675555556,2.075555556,2.466666667,2.724444444,2.973333333,1.568888889,1.977777778,2.191111111,2.431111111,2.573333333,1.822222222,2.191111111,2.702222222,3.097777778,3.475555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.372765686,0.556191348,0.713486933,0.86856554,1.035297387,0.339889526,0.456747405,0.526613553,0.56593604,0.602324263,0.369345817,0.501258869,0.661784981,0.809738392,0.938021123,0.4737854,0.775086505,1.046252093,1.304113484,1.512896825,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.968660164,0.968578639,0.96862092,0.968576126,0.968472007,0.969194559,0.969779127,0.970591825,0.97142291,0.972239039,0.968336083,0.968109991,0.967761347,0.967442521,0.967184184,0.968587695,0.96831567,0.968170284,0.967938536,0.967864828,0.99844681,0.997682536,0.997027138,0.996380977,0.995686261,0.998583794,0.998096886,0.997805777,0.997641933,0.997490316,0.998461059,0.997911421,0.997242563,0.99662609,0.996091579,0.998025894,0.996770473,0.995640616,0.994566194,0.993696263,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.484444444,0.72,0.92,1.115555556,1.324444444,0.44,0.586666667,0.671111111,0.715555556,0.755555556,0.48,0.648888889,0.853333333,1.04,1.2,0.613333333,0.995555556,1.333333333,1.648888889,1.897777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.130578186,2.437628748,2.567863599,2.67144461,2.855753196,2.259063721,2.664359862,2.856268213,3.128466309,3.213577098,1.432924976,1.943236439,2.243864702,2.418833915,2.633407449,2.073669434,2.249134948,2.350579701,2.295380337,2.246315193,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.965515211,0.964512677,0.964164443,0.964054602,0.9636135,0.965111466,0.963936565,0.963535861,0.963011958,0.963310423,0.968388982,0.966399254,0.965334395,0.964926548,0.96430586,0.965919344,0.965740612,0.965774439,0.966727531,0.96763589,0.991122591,0.989843214,0.989300568,0.988868981,0.988101028,0.990587234,0.988898501,0.988098882,0.986964724,0.986610095,0.994029479,0.991903182,0.990650564,0.989921525,0.989027469,0.991359711,0.990628604,0.990205918,0.990435915,0.990640353,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,2.768888889,3.155555556,3.311111111,3.431111111,3.653333333,2.924444444,3.422222222,3.64,3.955555556,4.031111111,1.862222222,2.515555556,2.893333333,3.106666667,3.368888889,2.684444444,2.888888889,2.995555556,2.902222222,2.817777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.183897738,3.714808881,4.032752229,4.221712985,4.460811562,3.639221191,4.294117647,4.687209374,4.87900139,4.97803288,3.478006445,4.301899748,4.660069242,4.893034558,5.034046693,3.910446167,4.522491349,4.847634695,5.096939493,5.183531746,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.962634451,0.960360773,0.959024999,0.958154751,0.957131693,0.960626478,0.957771436,0.95607732,0.955168574,0.954884953,0.961247289,0.957650773,0.956075407,0.955051703,0.954585937,0.959446595,0.956766217,0.955303797,0.954151486,0.953920864,0.986733759,0.98452163,0.983196866,0.982409529,0.981413285,0.984836578,0.982107843,0.980469961,0.979670828,0.979258196,0.985508306,0.982075418,0.980583045,0.979612356,0.979024805,0.983706474,0.981156286,0.979801522,0.978762752,0.978401951,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,4.137777778,4.808888889,5.2,5.422222222,5.706666667,4.711111111,5.515555556,5.973333333,6.168888889,6.244444444,4.52,5.568888889,6.008888889,6.284444444,6.44,5.062222222,5.808888889,6.177777778,6.444444444,6.502222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.437743191,0.593957427,0.747954901,0.955076052,1.156892718,0.408554077,0.484429066,0.589388679,0.688965614,0.825538549,0.338566999,0.47722591,0.537700297,0.609034004,0.618399111,0.4737854,0.712802768,0.969526939,1.272477308,1.573129252,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.116115075,0.969242713,0.96943474,0.969631426,0.969618729,0.969579672,0.969690323,0.970553813,0.971280476,0.972053053,0.972623223,0.969106272,0.968793564,0.968815086,0.968776337,0.969014059,0.969387622,0.96948787,0.969474385,0.96925159,0.968971382,0.99817607,0.997525177,0.996883521,0.996020516,0.995179614,0.998297691,0.997981546,0.997544214,0.99712931,0.996560256,0.998589304,0.998011559,0.997759582,0.997462358,0.997423337,0.998025894,0.997029988,0.995960304,0.994698011,0.993445295,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.014900208,0.568888889,0.768888889,0.964444444,1.226666667,1.48,0.528888889,0.622222222,0.751111111,0.871111111,1.035555556,0.44,0.617777778,0.693333333,0.782222222,0.791111111,0.613333333,0.915555556,1.235555556,1.608888889,1.973333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,0.036874506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0.003860593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.355666342,0.398260472,0.530806704,0.660940312,0.778210117,0.408554077,0.636678201,0.896289293,1.138902342,1.388888889,0.287268969,0.411993591,0.503232329,0.605573584,0.726097832,0.343322754,0.408304498,0.369675739,0.3093315,0.322420635,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.091983352,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.96892742,0.969276965,0.969263347,0.96922151,0.969211977,0.969187324,0.969195553,0.969026201,0.968892076,0.968668807,0.969201032,0.969156828,0.969206458,0.969226468,0.9691559,0.969490242,0.970262268,0.971481914,0.972786093,0.973737307,0.998518057,0.998340581,0.997788305,0.997246082,0.996757458,0.998297691,0.997347174,0.996265461,0.995254574,0.994212963,0.998803046,0.99828336,0.997903199,0.997476777,0.996974592,0.998569489,0.998298731,0.998459684,0.998711119,0.998656581,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.011309981,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.462222222,0.515555556,0.684444444,0.848888889,0.995555556,0.528888889,0.817777778,1.142222222,1.44,1.742222222,0.373333333,0.533333333,0.648888889,0.777777778,0.928888889,0.444444444,0.524444444,0.471111111,0.391111111,0.404444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.101197714,1.349279011,1.578632924,1.813260331,2.008060033,1.242828369,1.581314879,1.789091078,2.007139621,2.182539683,1.179854694,1.496910048,1.647568859,1.73367066,1.830878266,1.35269165,1.581314879,1.789091078,1.838413348,1.991213152,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.967701674,0.967143174,0.966673709,0.96614298,0.965792527,0.967893892,0.967776424,0.968215174,0.968575351,0.969039708,0.967607297,0.967076183,0.96727081,0.967772327,0.968158673,0.967410782,0.967774606,0.968211129,0.969304899,0.969862399,0.995411676,0.994378004,0.993422363,0.992444749,0.991633083,0.994821548,0.993411188,0.992545454,0.991636918,0.990906085,0.995083939,0.993762875,0.99313513,0.992776372,0.992371341,0.994363785,0.993411188,0.992545454,0.992339944,0.991703279,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,1.431111111,1.746666667,2.035555556,2.328888889,2.568888889,1.608888889,2.031111111,2.28,2.537777778,2.737777778,1.533333333,1.937777778,2.124444444,2.226666667,2.342222222,1.751111111,2.031111111,2.28,2.324444444,2.497777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.65521644,2.289997711,2.70573547,2.95865951,3.119788772,1.98097229,2.477508651,2.85975572,2.998406474,3.146258503,1.880927772,2.509727626,2.988372806,3.142061795,3.317815453,2.228164673,3.003460208,3.43519437,3.578403037,3.663548753,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.964944511,0.962466088,0.961059732,0.960277944,0.959852794,0.963635778,0.961872034,0.960665863,0.960603038,0.960603883,0.963838943,0.961213584,0.959239098,0.958811038,0.958411103,0.962557571,0.959590796,0.958223641,0.958173474,0.958460484,0.993103265,0.990458343,0.988726102,0.987672252,0.98700088,0.991745949,0.989677047,0.988084351,0.98750664,0.98689059,0.992162801,0.989542802,0.987548447,0.986908076,0.986175769,0.990715981,0.987485582,0.98568669,0.985089987,0.984735214,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,2.151111111,2.964444444,3.488888889,3.8,3.991111111,2.564444444,3.182222222,3.644444444,3.791111111,3.946666667,2.444444444,3.248888889,3.853333333,4.035555556,4.244444444,2.884444444,3.857777778,4.377777778,4.524444444,4.595555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.125759971,3.937972076,4.260240816,4.574675874,4.867287382,3.965377808,4.965397924,5.541648583,6.098751738,6.451955782,3.416448808,4.401464866,5.035770091,5.55397487,5.850472485,3.525924683,4.484429066,4.8999473,5.346513772,5.700821995,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.95347989,0.950107721,0.948912301,0.947681531,0.946533463,0.950167579,0.946332334,0.944271713,0.942069893,0.940645646,0.952387146,0.948463497,0.945948705,0.943777846,0.942476192,0.952055851,0.948365962,0.946962898,0.945184912,0.94371521,0.986976,0.983591783,0.982248997,0.980938851,0.979719636,0.983477592,0.979310842,0.976909798,0.974588534,0.973116851,0.985764797,0.981660563,0.979017625,0.976858438,0.975623031,0.985308647,0.981314879,0.979583553,0.977722859,0.976246575,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,4.062222222,5.097777778,5.493333333,5.875555556,6.226666667,5.133333333,6.377777778,7.062222222,7.711111111,8.093333333,4.44,5.697777778,6.493333333,7.133333333,7.484444444,4.564444444,5.76,6.244444444,6.76,7.151111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.547178988,0.851453422,1.04782622,1.211147168,1.313229572,0.707244873,1.062283737,1.293865088,1.441203581,1.537698413,0.509560433,0.696955825,0.875486381,1.003521939,1.122151195,0.518417358,0.688581315,0.781201562,0.878782671,0.946003401,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.116115075,0.966547575,0.965794285,0.965525091,0.965378427,0.965446958,0.966312764,0.965750839,0.965679983,0.965892317,0.966329603,0.966581416,0.966194907,0.965808285,0.965604092,0.965520284,0.967161278,0.967454989,0.968065489,0.968596756,0.969294616,0.997720088,0.996452277,0.995634057,0.994953553,0.99452821,0.997053146,0.995573818,0.994608895,0.993994985,0.993592923,0.997876832,0.997096017,0.99635214,0.995818659,0.99532437,0.997839928,0.997130911,0.996744993,0.996338406,0.996058319,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.014900208,0.711111111,1.102222222,1.351111111,1.555555556,1.68,0.915555556,1.364444444,1.648888889,1.822222222,1.928888889,0.662222222,0.902222222,1.128888889,1.288888889,1.435555556,0.671111111,0.884444444,0.995555556,1.111111111,1.186666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
