0.68773,0.71682,0.69563,0.98971,0.99678,0.99713,0.99701,2.3333,2.52
0.92302,0.96298,0.87019,0.98896,0.99587,0.99615,0.99599,3.1289,3.5111
0.94725,0.96472,0.97354,0.99023,0.9957,0.99605,0.99598,2.9911,3.6044
1.1453,1.1502,1.0925,0.98921,0.99519,0.99523,0.99521,4.0444,4.3067
0,0,0,1,1,1,1,0,0
0.92562,0.91878,0.89277,0.98936,0.99609,0.99614,0.99617,2.8356,3.1644
1.0649,1.1242,1.0708,0.98821,0.99565,0.99556,0.99532,5.6489,5.5644
0.87026,0.86764,0.89017,0.99206,0.99645,0.99637,0.99638,4.2044,4.2667
1.0614,1.0878,1.0621,0.98968,0.99557,0.99558,0.99547,3.3511,3.7244
1.141,1.1485,1.1368,0.98702,0.99508,0.99525,0.99521,4.1378,4.56
1.3746,1.379,1.3861,0.9846,0.99413,0.99427,0.99425,4.7511,5.4356
0.70157,0.67001,0.68608,0.99094,0.99726,0.99708,0.99721,3.16,3.16
1.2699,1.2603,1.228,0.98689,0.99473,0.99471,0.99475,5.4178,5.4667
1.4256,1.4466,1.3826,0.98612,0.99439,0.99406,0.99397,3.7956,4.5778
1.808,1.8835,1.8585,0.98155,0.99243,0.99247,0.99215,7.52,7.9733
0.87372,0.91184,0.79898,0.99142,0.99672,0.99636,0.9962,2.8178,3.0178
1.8175,1.8861,1.7248,0.98069,0.99194,0.99243,0.99214,5.5467,6.2667
1.1107,1.1493,1.0482,0.98867,0.99552,0.99537,0.99521,3.3244,3.52
0.77164,0.85377,0.79029,0.99008,0.99682,0.99678,0.99644,4.2622,4.2756
1.3486,1.3478,1.3678,0.98669,0.99424,0.99438,0.99438,4.1911,5.28
1.0078,1.0193,0.99959,0.98802,0.99576,0.9958,0.99575,3.6933,4.0178
1.199,1.1944,1.1863,0.98939,0.99512,0.995,0.99502,5.3022,5.56
1.0355,1.0679,1.0604,0.98828,0.99578,0.99569,0.99555,3.5067,3.8044
0.4308,0.43772,0.40731,0.99222,0.99808,0.9982,0.99818,1.2044,1.2889
1.5701,1.5134,1.5893,0.98552,0.99333,0.99346,0.99369,8.1289,8.0667
0.80884,0.80523,0.85456,0.99102,0.9964,0.99663,0.99664,3.1422,3.4133
1.3599,1.3773,1.3201,0.98727,0.99414,0.99433,0.99426,5.4578,5.8267
0.4161,0.47672,0.41252,0.99159,0.99832,0.99827,0.99801,1.2267,1.3111
0.22232,0.2349,0.19801,0.99192,0.9988,0.99907,0.99902,0.80889,0.81778
0.73704,0.74629,0.83285,0.98904,0.99653,0.99693,0.99689,3.9422,4.0133
0.94638,0.98812,0.97441,0.99032,0.99592,0.99606,0.99588,2.7822,3.32
1.0139,1.0523,1.0621,0.98928,0.99564,0.99578,0.99562,3.0178,3.4489
0.74915,0.77836,0.71908,0.98994,0.99705,0.99688,0.99676,3.1822,3.2489
0.88583,0.89971,0.84587,0.98624,0.9955,0.99631,0.99625,2.3556,2.9244
1.3703,1.3756,1.3131,0.9874,0.99435,0.99429,0.99427,4.5333,5.2844
1.0904,1.1325,1.0198,0.98844,0.995,0.99546,0.99528,2.8356,3.2978
1.3088,1.3504,1.3374,0.98443,0.9945,0.99455,0.99437,4.0578,4.6089
0.67994,0.71855,0.65481,0.98917,0.99699,0.99717,0.99701,2.1733,2.4044
1.359,1.4163,1.4425,0.98477,0.99402,0.99434,0.9941,3.5467,4.6489
1.1081,1.1658,1.1307,0.98716,0.9952,0.99538,0.99514,4.0311,4.2933
0.66783,0.70989,0.69303,0.99045,0.99731,0.99722,0.99704,2.3333,2.7067
0.80711,0.82777,0.8259,0.99051,0.9967,0.99664,0.99655,2.8756,2.9778
0.76991,0.76536,0.80071,0.99018,0.99677,0.99679,0.99681,3.24,3.3822
0.56575,0.55907,0.55321,0.99114,0.99769,0.99764,0.99767,2.3733,2.44
0.90832,0.97252,0.89277,0.98867,0.99604,0.99622,0.99595,2.7689,3.04
1.0407,1.0713,0.94835,0.98753,0.99552,0.99566,0.99554,3.4044,3.6089
1.0787,1.0219,1.0482,0.9879,0.99547,0.99551,0.99574,5.2444,5.2089
0.86853,0.89624,0.89103,0.98989,0.99631,0.99638,0.99627,3.0311,3.3067
1.3659,1.3097,1.2523,0.98762,0.99461,0.99431,0.99454,7.2267,7.1111
1.577,1.6061,1.6449,0.98506,0.99325,0.99343,0.99331,8.1289,8.1644
0.85641,0.85984,0.87366,0.99174,0.99625,0.99643,0.99642,2.6044,3.1733
0.83911,0.8529,0.86759,0.98971,0.99645,0.9965,0.99645,2.7022,2.8978
1.1402,1.1303,1.1273,0.9881,0.99537,0.99525,0.99529,5.8889,5.9511
0.90659,0.94131,0.80679,0.9879,0.9962,0.99622,0.99608,2.6667,2.8844
1.2647,1.3262,1.2037,0.98582,0.99471,0.99473,0.99447,3.6889,4.1956
0.71887,0.76189,0.66263,0.9916,0.99708,0.997,0.99683,2.0844,2.2667
0.59084,0.59461,0.581,0.992,0.99736,0.99754,0.99752,1.8711,2.0978
1.2396,1.2629,1.2124,0.98765,0.99469,0.99483,0.99474,3.7111,4.3289
0.49482,0.5374,0.48199,0.99138,0.99793,0.99794,0.99776,1.2356,1.3822
0.96195,0.95952,0.97527,0.9883,0.99609,0.99599,0.996,3.2444,3.4356
1.0883,1.1554,1.0265,0.98616,0.99513,0.99547,0.99519,2.6089,3.1244
1.4612,1.4698,1.3993,0.98572,0.99421,0.99391,0.99388,4.1067,4.7022
0.44983,0.48886,0.48286,0.99091,0.99801,0.99813,0.99796,1.1644,1.4311
0.28201,0.30944,0.28572,0.99271,0.99895,0.99882,0.99871,0.84,0.91111
0.86334,0.90491,0.8563,0.99143,0.99652,0.9964,0.99623,2.9422,3.2444
1.205,1.223,1.1898,0.98586,0.99462,0.99498,0.9949,4.9911,5.1022
1.4118,1.3617,1.4017,0.9859,0.99403,0.99412,0.99433,6.9733,6.9689
0.69724,0.76103,0.62876,0.98923,0.99685,0.99709,0.99683,2.2844,2.4622
0.75347,0.77576,0.76077,0.9904,0.99686,0.99686,0.99677,2.8222,2.9422
0.86593,0.90058,0.88495,0.98953,0.99633,0.99639,0.99625,3.6444,3.8356
1.6826,1.7101,1.6561,0.98141,0.99245,0.99299,0.99287,4.7422,5.7911
1.5926,1.5871,1.591,0.98535,0.99344,0.99336,0.99339,8.3111,8.3467
1.244,1.2551,1.1976,0.98703,0.99482,0.99482,0.99477,3.8756,4.4622
0,0,0,1,1,1,1,0,0
0.2739,0.29267,0.27497,0.99115,0.99846,0.99886,0.99878,0.73333,0.89778
0.73012,0.71422,0.67045,0.99138,0.99716,0.99696,0.99702,3.2667,3.2267
0.49914,0.514,0.49589,0.99102,0.99782,0.99792,0.99786,2.5644,2.5511
1.1661,1.2343,1.1021,0.987,0.9953,0.99514,0.99486,3.5378,3.8089
0,0,0,1,1,1,1,0,0
1.2526,1.282,1.3331,0.9873,0.99472,0.99478,0.99466,3.7822,4.68
0.91005,0.94045,0.92925,0.99017,0.99635,0.99621,0.99608,3.4267,3.6222
1.1315,1.1961,1.1238,0.98672,0.99474,0.99529,0.99502,3.1911,3.7511
0.87196,0.91189,0.89279,0.99067,0.99618,0.99637,0.9962,2.3289,2.6311
1.4602,1.457,1.5042,0.98596,0.99391,0.99392,0.99393,7.4133,7.5956
0.78461,0.8035,0.79724,0.99001,0.99627,0.99673,0.99665,2.6489,2.9956
0.98617,1.0367,0.95791,0.98783,0.99621,0.99589,0.99568,3.04,3.3422
1.2734,1.3322,1.3244,0.98577,0.99438,0.99469,0.99445,4.9511,5.4178
1.2898,1.3253,1.3105,0.98469,0.99422,0.99463,0.99448,3.8267,4.5111
1.1831,1.2463,1.0955,0.98475,0.99406,0.99507,0.99481,4.2311,4.3289
0.65139,0.72635,0.75469,0.99016,0.99699,0.99729,0.99697,1.8444,2.1289
1.1869,1.0635,1.1099,0.98748,0.99535,0.99505,0.99557,5.9289,5.8756
1.3954,1.3808,1.4121,0.9866,0.99414,0.99419,0.99425,6.8978,6.8622
1.0978,1.0618,0.96225,0.98934,0.99591,0.99543,0.99558,5.76,5.5022
0.6462,0.67261,0.65308,0.99175,0.99746,0.99731,0.9972,2.0622,2.4578
1.2907,1.3331,1.3565,0.98405,0.99438,0.99462,0.99445,3.7867,4.2667
0.89102,0.90144,0.91969,0.99112,0.99609,0.99629,0.99624,3.04,3.2622
1.9343,1.9164,1.9175,0.9814,0.99186,0.99194,0.99201,6.7111,7.2889
0.58392,0.60154,0.57492,0.99104,0.99766,0.99757,0.99749,1.9244,2.16
0.93168,0.97425,0.87627,0.98988,0.99613,0.99612,0.99594,2.24,2.6489
0.71454,0.72549,0.68955,0.98934,0.99704,0.99702,0.99698,2.7378,2.8933
0,0,0,1,1,1,1,0,0
0,0,0,1,1,1,1,0,0
1.917,1.9658,1.8924,0.98229,0.99232,0.99201,0.99181,6.8533,7.3822
1.6557,1.7301,1.6301,0.9831,0.99261,0.9931,0.99279,4.9067,5.68
1.1245,1.1896,1.2011,0.98816,0.99532,0.99531,0.99504,2.44,2.9822
1.5986,1.6365,1.5606,0.98469,0.99328,0.99334,0.99318,5.4933,6.0311
0.70762,0.74282,0.73905,0.98908,0.99704,0.99705,0.9969,2.0889,2.4533
1.8928,1.9416,1.8785,0.98198,0.99216,0.99211,0.99191,5.7556,6.7156
0.49568,0.49839,0.4872,0.99054,0.99775,0.99793,0.99792,1.8622,1.92
1.1038,1.1381,1.1012,0.98961,0.99563,0.9954,0.99526,3.5778,4.1778
0.91264,0.95865,0.83024,0.98984,0.99602,0.9962,0.99601,2.5867,3.0667
1.0562,1.0029,1.0812,0.98898,0.99558,0.9956,0.99582,5.4756,5.4578
1.3979,1.4562,1.413,0.98618,0.99397,0.99418,0.99393,5.4844,5.7822
0.75088,0.75236,0.7434,0.99278,0.99673,0.99687,0.99687,2.2489,2.7511
1.5736,1.5931,1.611,0.98319,0.99357,0.99344,0.99336,4.2178,5.1644
0.88842,0.94218,0.95269,0.98921,0.99582,0.9963,0.99607,4.0711,4.1156
1.3711,1.4189,1.4112,0.98566,0.99397,0.99429,0.99409,4.1556,4.9289
1.417,1.4787,1.4356,0.98464,0.9938,0.9941,0.99384,4.2444,4.8844
1.2146,1.2195,1.215,0.98832,0.99499,0.99494,0.99492,4.5733,5.3067
1.2647,1.2655,1.2714,0.98839,0.99466,0.99473,0.99473,5.2044,5.64
0.99136,0.98292,0.99525,0.99069,0.99579,0.99587,0.9959,3.9156,4.28
1.0104,1.0167,1.0117,0.99021,0.99561,0.99579,0.99576,3.8756,4.4578
1.5706,1.611,1.6028,0.98423,0.99304,0.99346,0.99329,5.7467,6.2978
0.65053,0.67088,0.65568,0.99068,0.99712,0.99729,0.9972,3.1422,3.1556
0,0,0,1,1,1,1,0,0
1.455,1.4752,1.4086,0.98607,0.99427,0.99394,0.99385,4.8889,5.7067
2.0052,2.043,1.9462,0.98161,0.99196,0.99164,0.99149,8.12,8.8
1.0277,1.0696,0.99438,0.98955,0.99551,0.99572,0.99554,3.84,4.3689
0.56489,0.54433,0.55147,0.99172,0.99772,0.99765,0.99773,2.4356,2.5911
0.63323,0.64141,0.62789,0.99157,0.99744,0.99736,0.99733,2.4844,2.7111
1.4092,1.4562,1.3748,0.98709,0.99433,0.99413,0.99393,5.0222,5.3556
1.0883,1.1199,1.0873,0.98972,0.9955,0.99547,0.99533,3.4311,3.9111
0.65226,0.69082,0.69129,0.98909,0.99727,0.99728,0.99712,1.8133,2.1422
0.80365,0.82257,0.77987,0.99143,0.99694,0.99665,0.99657,2.8889,3.0844
1.1168,1.1285,1.1177,0.98868,0.99516,0.99535,0.9953,3.84,4.2889
0.41344,0.42729,1.1164,0.98668,0.99441,0.99828,0.99822,1.2044,2.36
0.72146,0.71682,0.72603,0.99189,0.99693,0.99699,0.99701,3.1511,3.1556
1.3841,1.4016,1.3565,0.9854,0.99384,0.99423,0.99416,4.1156,4.7111
0.87891,0.90058,0.79985,0.99039,0.99638,0.99634,0.99625,2.4489,2.9467
1,1.0306,0.96312,0.99101,0.99601,0.99583,0.99571,3.3778,3.7067
0.79153,0.74456,0.78161,0.99139,0.99687,0.9967,0.9969,2.1911,2.4489
1.7267,1.7405,1.7135,0.98304,0.99249,0.99281,0.99275,5.52,6.2933
1.2249,1.2629,1.1108,0.98761,0.99504,0.9949,0.99474,4.1956,4.4578
1.2258,1.2568,1.1976,0.98715,0.99488,0.99489,0.99476,3.88,4.4178
1.2691,1.3045,1.2558,0.98631,0.99477,0.99471,0.99456,3.7911,4.5111
0.65139,0.66915,0.67913,0.99103,0.99725,0.99729,0.99721,2.48,2.7111
0.38236,0.39698,0.29441,0.9903,0.99795,0.99841,0.99835,1.2978,1.2933
1.282,1.2759,1.2341,0.98781,0.99503,0.99466,0.99468,6.4311,6.2978
1.3625,1.4241,1.3765,0.986,0.99406,0.99432,0.99407,4.8356,5.3111
1.2492,1.3019,1.241,0.98484,0.99416,0.9948,0.99458,2.6444,3.5067
0.53288,0.53566,0.5506,0.99158,0.99758,0.99778,0.99777,2.0178,2.12
0.58824,0.59807,0.60705,0.99161,0.99755,0.99755,0.99751,2.7422,2.6667
1.5563,1.5784,1.5337,0.98317,0.99303,0.99352,0.99342,5.0178,5.5378
1.103,1.1667,1.017,0.98688,0.99492,0.9954,0.99514,3.3022,3.4578
1.1367,1.2065,1.0856,0.98846,0.99496,0.99526,0.99497,3.2089,3.6444
0.76991,0.77143,0.78595,0.99121,0.99696,0.99679,0.99679,2.2622,2.6978
1.3962,1.2924,1.3565,0.98642,0.99414,0.99418,0.99462,6.7733,6.72
0.69984,0.70469,0.71647,0.98903,0.99703,0.99708,0.99706,3.36,3.3378
0.31056,0.35278,0.36649,0.99104,0.9987,0.99871,0.99853,1.1156,1.2578
1.6627,1.6833,1.6718,0.98285,0.9931,0.99307,0.99299,4.7378,5.5556
1.487,1.5697,1.4929,0.98412,0.99382,0.9938,0.99346,4.5778,5.0667
0.3988,0.39438,0.3717,0.99175,0.99845,0.99834,0.99836,1.24,1.4133
1.9101,1.8991,1.8515,0.98093,0.99202,0.99204,0.99209,7.6711,8.1333
1.6877,1.7171,1.6587,0.98408,0.99292,0.99297,0.99285,8.0356,8.0044
0.92908,1.015,0.88148,0.98844,0.99631,0.99613,0.99577,2.1333,2.6311
1.3054,1.3487,1.2341,0.98583,0.99414,0.99456,0.99438,4.3867,4.7067
0.56229,0.60501,0.57665,0.99037,0.99782,0.99766,0.99748,2.48,2.5378
1.1782,1.1771,1.208,0.98843,0.99513,0.99509,0.9951,3.7689,4.3822
0.93427,0.94825,0.85022,0.98934,0.99621,0.99611,0.99605,4.64,4.5867
1.199,1.2568,1.1794,0.98486,0.99472,0.995,0.99476,3.4356,3.8489
0.9533,0.99159,0.98222,0.9889,0.99587,0.99603,0.99587,2.5511,3.2222
1.4377,1.496,1.4442,0.98449,0.99354,0.99401,0.99377,5.0667,5.5022
1.0061,1.0514,0.99525,0.98826,0.99605,0.99581,0.99562,3.7244,3.7467
0.92216,0.96385,0.94227,0.98888,0.99587,0.99616,0.99598,2.8533,3.2489
0.78115,0.82777,0.83632,0.98974,0.99682,0.99675,0.99655,2.1511,2.6311
0.97233,1.0063,0.95617,0.98882,0.996,0.99595,0.99581,2.9467,3.4667
0.56575,0.5608,0.52889,0.99001,0.9975,0.99764,0.99766,2.3467,2.3867
0.59603,0.62581,0.58534,0.9899,0.99732,0.99752,0.99739,2.36,2.36
0.38841,0.39351,0.47157,0.99173,0.99823,0.99838,0.99836,1.9111,2
1.0113,1.0089,1.0595,0.98839,0.99546,0.99579,0.9958,5.04,5.0978
1.1843,1.1979,1.1585,0.98782,0.99479,0.99507,0.99501,3.2711,4.0133
1.1384,1.1667,1.1776,0.98878,0.9952,0.99526,0.99514,3.9022,4.2667
1.2803,1.2135,1.241,0.98743,0.99486,0.99467,0.99494,6.2444,6.1778
1.2206,1.3279,1.1959,0.9859,0.99504,0.99491,0.99447,2.7689,3.4089
0.78548,0.79396,0.77987,0.98994,0.99607,0.99673,0.99669,2.3467,2.6844
1.045,1.0921,1.0804,0.98868,0.99554,0.99565,0.99545,3.28,3.8311
1.1799,1.2299,1.1038,0.98599,0.99474,0.99508,0.99488,4.4756,4.6267
1.0225,1.1233,0.95009,0.98692,0.99561,0.99574,0.99532,2.3556,2.7822
0.79932,0.83037,0.78942,0.99249,0.99661,0.99667,0.99654,2.7556,3.0133
0.51298,0.57814,0.57318,0.99102,0.99793,0.99786,0.99759,2.4711,2.4978
0.80797,0.83903,0.82243,0.98908,0.99659,0.99663,0.9965,2.6622,2.9156
0.79067,0.79136,0.77379,0.98912,0.99654,0.99671,0.9967,3.9156,3.9111
0.70935,0.73589,0.61487,0.9903,0.9966,0.99704,0.99693,2.1378,2.2578
1.0338,1.0713,1.0239,0.98588,0.99546,0.99569,0.99554,2.72,3.2489
1.058,1.0913,1.0656,0.98905,0.99534,0.99559,0.99545,3.2267,3.6844
0.93427,0.95518,0.93619,0.99087,0.99592,0.99611,0.99602,3.1289,3.6
1.0528,1.0531,1.083,0.98931,0.99547,0.99561,0.99561,3.2711,3.7244
1.1618,1.197,1.1333,0.98733,0.99479,0.99516,0.99501,3.3333,3.8267
0.45589,0.45852,0.46897,0.99232,0.99809,0.9981,0.99809,1.6667,1.7956
0.78634,0.82777,0.79029,0.99131,0.99674,0.99672,0.99655,2.6844,2.9156
0,0,0,1,1,1,1,0,0
0.87026,0.93438,0.88061,0.99089,0.99607,0.99637,0.99611,2.9689,3.2622
0.81489,0.83817,0.81461,0.99226,0.99693,0.9966,0.99651,2.2356,2.7956
1.0502,1.0739,0.97614,0.98992,0.99623,0.99562,0.99553,3.9644,4.0667
1.2128,1.2724,1.215,0.98691,0.99467,0.99495,0.9947,4.1733,4.6089
0.75347,0.77749,0.73124,0.98987,0.99678,0.99686,0.99676,3.0178,3.0267
1.8063,1.8107,1.6891,0.98446,0.99302,0.99247,0.99246,9.2133,8.9556
0.94552,0.96038,0.94575,0.99024,0.99613,0.99606,0.996,4,4.04
0.3244,0.35798,0.21885,0.99188,0.99847,0.99865,0.99851,0.97778,0.95556
1.0052,1.0748,0.99177,0.98791,0.99536,0.99581,0.99552,2.9333,3.2889
1.0078,1.0627,1.0057,0.98713,0.99572,0.9958,0.99557,3.3156,3.7244
0.86676,0.92752,0.87625,0.99025,0.99607,0.99639,0.99614,2.3733,2.68
0.85209,0.87804,0.82156,0.98984,0.99597,0.99645,0.99634,2.6933,2.84
0.9905,1.0003,1.0369,0.99035,0.99584,0.99587,0.99583,2.96,3.5956
0.52942,0.60154,0.52976,0.98868,0.99751,0.99779,0.99749,1.3244,1.4844
1.1315,1.0982,1.0743,0.98901,0.99571,0.99529,0.99542,5.6578,5.56
0.82095,0.84857,0.80071,0.9887,0.99629,0.99658,0.99646,2.3867,2.9556
0.92216,0.94478,0.88756,0.99145,0.99621,0.99616,0.99606,3.68,3.8356
0.96714,0.97425,0.83893,0.99122,0.99648,0.99597,0.99594,4.8889,4.6533
0.32699,0.32244,0.34912,0.9925,0.998,0.99864,0.99866,0.85778,1.1067
1.1038,1.1944,1.1021,0.98625,0.99546,0.9954,0.99502,3.0622,3.4978
1.7362,1.7769,1.7708,0.98208,0.99209,0.99277,0.9926,6.8533,7.3778
1.8339,1.8792,1.8429,0.98124,0.99211,0.99236,0.99217,5.3511,6.2667
0.75607,0.79396,0.79898,0.99108,0.99658,0.99685,0.99669,2.5156,2.8222
0,0,0,1,1,1,1,0,0
0,0,0,1,1,1,1,0,0
1.1921,1.2898,1.2263,0.98746,0.99502,0.99503,0.99463,3.2978,4.0267
0.83652,0.84077,0.82764,0.99037,0.99633,0.99651,0.9965,3.3644,3.5244
0.9706,1.0124,0.97614,0.98857,0.9957,0.99596,0.99578,3.04,3.64
0.28461,0.31204,0.34304,0.99218,0.99872,0.99881,0.9987,0.72889,0.99556
0.93427,0.94651,0.95356,0.98934,0.99636,0.99611,0.99606,3.68,3.8533
0.55624,0.59981,0.54973,0.99051,0.99709,0.99768,0.9975,1.6222,1.7911
0.99742,1.0453,0.96485,0.98862,0.99522,0.99584,0.99564,3.4622,3.8667
1.2111,1.1892,1.261,0.98816,0.99481,0.99495,0.99504,6.8311,6.8444
0.29585,0.31637,0.34738,0.99211,0.99879,0.99877,0.99868,1.28,1.3289
1.1194,1.1285,1.1038,0.98908,0.99521,0.99534,0.9953,3.8578,4.2844
0.62544,0.66568,0.57752,0.99224,0.99733,0.99739,0.99723,1.96,2.1422
0.5943,0.60847,0.63745,0.99078,0.99745,0.99752,0.99746,1.8578,2.3467
